iterations,error_feas_max,error_feas_mean,error_opt_max,error_opt_mean,error_total_mean
107,0.0011271587403759598,0.00047583116516227233,0.013146595663547301,0.0052508249444448655,0.002863328054803569
108,0.001130321687707298,0.00040245175232496346,0.007373647697953539,0.0027610426817316395,0.0015817472170283015
109,0.0010843358639471164,0.00038952369329080174,0.005773371901289152,0.002304540474945822,0.0013470320841183119
110,0.0011540873871350875,0.0005623072360371753,0.007895629167788559,0.002874184157118276,0.0017182456965777256
111,0.0011454110209242047,0.0007375389963403437,0.00988179830308893,0.0031608575085998124,0.0019491982524700781
112,0.0011234620106295194,0.000543732356385096,0.011315168635735406,0.003272378361548213,0.0019080553589666547
113,0.0010896037602703239,0.0005611426023433043,0.00288311026897851,0.0009189275734321024,0.0007400350878877034
114,0.0007977886051797145,0.0003835952247669459,0.0038408838970412406,0.001734454686903945,0.0010590249558354455
115,0.001010439723127088,0.0004338927684011726,0.005097768638608719,0.0018322794530115697,0.001133086110706371
116,0.0010605247641370134,0.0004923972581054113,0.011612713604097094,0.0023047784416368954,0.0013985878498711532
117,0.0010694199364972674,0.0004523477923506951,0.009116774267069274,0.003289777762952119,0.001871062777651407
118,0.0010759498060277013,0.0003635418406868284,0.011265248941284424,0.0032856668163465455,0.001824604328516687
119,0.001023755646582602,0.00031028047176336797,0.0061537791379356575,0.0020454370363366518,0.0011778587540500099
120,0.0010362876462622769,0.0005548618441167467,0.00499125734990803,0.0016532214954282174,0.001104041669772482
121,0.0010399308081832106,0.000430641138670783,0.0034715901649665206,0.0012062675735911039,0.0008184543561309435
122,0.0010351883574623447,0.0005760800964523941,0.008649857069645443,0.0014700318331872402,0.001023055964819817
123,0.001104524439983256,0.0005466362811066309,0.010611095071798339,0.0036574332257529076,0.002102034753429769
124,0.001221729076982538,0.0004295534051541328,0.019436059993702178,0.006042436601428838,0.0032359950032914853
125,0.001179305105128216,0.00029793639337827527,0.016526143456378928,0.004267930042597806,0.002282933217988041
126,0.0011462616473451107,0.0005158663704666627,0.018474417346691356,0.004159467247696043,0.002337666809081353
127,0.0011010387225207487,0.00039217095438783076,0.008526291249284269,0.00329661230982548,0.0018443916321066553
128,0.0010817780188524823,0.0004398071150771895,0.004453998641853876,0.0020842947838054468,0.0012620509494413181
129,0.0010827209964597666,0.00016446552605146883,0.004704709857970369,0.0023049881443357794,0.0012347268351936241
130,0.001078233367857344,0.00041336915087867904,0.011066612512088677,0.005467773508169068,0.0029405713295238734
131,0.00107541210858996,0.00038061769334835847,0.012525524493106722,0.004471691926935092,0.0024261548101417252
132,0.001079042412977703,0.000405948922647225,0.008614522258434518,0.0033206676922364056,0.0018633083074418152
133,0.001082198082754678,0.000473571496981321,0.015297914455024889,0.0056998567506364155,0.0030867141238088685
134,0.0010696543218897336,0.00036374992556601144,0.006061808692428833,0.00229412343718054,0.0013289366813732757
135,0.0010454759288660443,0.0005168150818764004,0.014449362803501627,0.005713335370814731,0.0031150752263455657
136,0.0010868395263155626,0.0006466864480608688,0.011088454314782337,0.0030937263633063154,0.001870206405683592
137,0.0010843375973366904,0.0005396634993269995,0.0138182863312382,0.004538981504570378,0.0025393225019486885
138,0.001106748653227537,0.0005741015724786486,0.004116901722713872,0.0014182533102844825,0.0009961774413815656
139,0.0011263252083389002,0.0006125148686340414,0.01117134585157733,0.0035015018776116324,0.002057008373122837
140,0.0011307255134503165,0.0006240678012772172,0.006199613209286048,0.0012498853247902386,0.0009369765630337279
141,0.0011202696247916615,0.0007681353566658803,0.00653418562719288,0.002020430764203148,0.0013942830604345142
142,0.0010978219735771559,0.000554379870660238,0.0063125922353748296,0.0018779703453581525,0.0012161751080091952
143,0.001065301977535446,0.0007167725687190003,0.010664881343095959,0.003571015402939414,0.0021438939858292073
144,0.0010459163232142258,0.0005003307429075499,0.004339177483062467,0.001598506597110932,0.0010494186700092411
145,0.0010426139024391975,0.0005449434185556834,0.010177471702738604,0.003563956458180806,0.0020544499383682445
146,0.0010409031093313661,0.0005277826980858074,0.002521614754559416,0.0009357454855683708,0.0007317640918270891
147,0.0010374041853757176,0.0005860783569541488,0.009824578958787739,0.00327948367511914,0.0019327810160366444
148,0.0009471141791615997,0.0004483330891674825,0.011561420062657745,0.0041862599069025525,0.0023172964980350177
149,0.0009693588781031619,0.0004978852783249475,0.00670741295241696,0.002796019426906783,0.0016469523526158655
150,0.0010559495814961735,0.0006486243566934068,0.007233639702551612,0.0018475293119857169,0.0012480768343395617
151,0.000987172217898843,0.000542490405795473,0.009953883597483889,0.002654054685227694,0.0015982725455115834
152,0.0010679925049258843,0.0005011694781217738,0.010042265724267333,0.0031052614732547303,0.0018032154756882522
153,0.0010736087530567372,0.0003885883117433795,0.01033035810957415,0.0022208115754870673,0.0013046999436152234
154,0.0009541693104174244,0.0005313878516109259,0.004559640247020486,0.001933209278057079,0.0012322985648340024
155,0.0012612768017850465,0.0006476606524841473,0.011767826157861525,0.006859983903628059,0.003753822278056103
156,0.001231690978054666,0.0004886711306987807,0.016704784564668746,0.0045112562030757836,0.002499963666887282
157,0.0011778487393913708,0.0005171821713032928,0.0037620115348667308,0.0011907981678667763,0.0008539901695850346
